complaint_id,customer_id,issue_type,severity,complaint_date,resolution_status,resolution_date
CMP02333,CUST001361,Fraudulent Charge,Medium,27-06-2022,Pending Review,20-07-2022
CMP02334,CUST011245,Late Fee Dispute,Critical,25-07-2023,Escalated,28-07-2023
CMP02335,CUST001574,Wrong Amount Charged,High,07-12-2025,Closed,12-11-2025
CMP02336,CUST011532,App Not Working,Medium,05-01-2024,Closed,08-06-2024
CMP02337,CUST010492,Interest Rate Query,Low,23-04-2025,In Progress,29-04-2025
CMP02338,CUST001559,App Not Working,Low,30-11-2025,Resolved,27-12-2025
CMP02339,CUST000727,Card Damaged,Low,29-02-2024,Escalated,14-03-2024
CMP02340,CUST000329,Billing Dispute,Medium,03-06-2025,Escalated,11-04-2025
CMP02341,CUST012735,Card Not Received,Medium,01-12-2025,In Progress,20-02-2025
CMP02342,CUST012219,Card Damaged,Low,30-03-2023,Resolved,01-04-2023
CMP02343,CUST001352,Statement Error,Low,04-08-2023,In Progress,17-04-2023
CMP02344,CUST009002,Reward Points Missing,Low,14-07-2026,Escalated,16-07-2026
CMP02345,CUST004657,Card Damaged,Medium,05-03-2024,Pending Review,10-03-2024
CMP02346,CUST004599,Statement Error,Low,23-05-2025,In Progress,30-05-2025
CMP02347,CUST000932,Interest Rate Query,High,09-06-2023,Open,24-09-2023
CMP02348,CUST001644,Reward Points Missing,Medium,21-09-2022,In Progress,26-10-2022
CMP02349,CUST000868,Late Fee Dispute,Critical,07-01-2026,Resolved,16-08-2023
CMP02350,CUST005613,Reward Points Missing,High,17-03-2025,Resolved,04-10-2025
CMP02351,CUST012068,Interest Rate Query,Low,10-06-2025,Open,16-08-2023
CMP02352,CUST002595,Wrong Amount Charged,Critical,24-05-2023,In Progress,30-06-2023
CMP02353,CUST013149,Fraudulent Charge,Critical,23-04-2025,Closed,29-05-2025
CMP02354,CUST014481,Interest Rate Query,High,25-05-2025,Escalated,16-08-2023
CMP02355,CUST005599,Card Damaged,Medium,15-12-2025,Resolved,26-12-2025
CMP02356,CUST006563,Billing Dispute,High,13-09-2025,Closed,16-09-2025
CMP02357,CUST004180,App Not Working,Low,08-11-2022,Resolved,15-09-2022
CMP02358,CUST008251,Late Fee Dispute,Low,13-03-2023,Closed,04-04-2023
CMP02359,CUST004732,Interest Rate Query,Low,15-05-2026,Open,16-08-2023
CMP02360,CUST001025,Card Not Received,Critical,27-12-2022,Open,02-02-2023
CMP02361,CUST007244,App Not Working,Medium,13-02-2024,Resolved,21-03-2024
CMP02362,CUST006934,Statement Error,High,12-06-2022,Escalated,17-01-2023
CMP02363,CUST000170,Card Not Received,Low,20-03-2023,In Progress,06-04-2023
CMP02364,CUST007594,Fraudulent Charge,Low,27-06-2023,Escalated,10-08-2023
CMP02365,CUST009611,Wrong Amount Charged,Low,05-09-2023,In Progress,21-06-2023
CMP02366,CUST011701,App Not Working,Low,16-12-2024,Escalated,16-01-2025
CMP02367,CUST014493,Card Damaged,Critical,18-03-2023,Closed,22-04-2023
CMP02368,CUST001608,Statement Error,Low,12-10-2024,Pending Review,26-10-2024
CMP02369,CUST012578,Fraudulent Charge,Medium,05-03-2023,Open,04-06-2023
CMP02370,CUST012611,Wrong Amount Charged,Medium,09-08-2024,Resolved,10-07-2024
CMP02371,CUST004139,Wrong Amount Charged,Critical,11-04-2025,Escalated,28-04-2025
CMP02372,CUST009195,Billing Dispute,High,08-05-2024,Resolved,06-02-2024
CMP02373,CUST004833,App Not Working,Critical,18-05-2022,Resolved,10-06-2022
CMP02374,CUST001051,Interest Rate Query,High,26-08-2024,Closed,09-02-2024
CMP02375,CUST009103,Card Damaged,Medium,08-04-2024,Resolved,09-05-2024
CMP02376,CUST012226,Late Fee Dispute,Medium,16-02-2022,In Progress,25-02-2022
CMP02377,CUST005301,Late Fee Dispute,Medium,26-11-2024,Resolved,28-11-2024
CMP02378,CUST000675,Reward Points Missing,Low,14-09-2024,Escalated,17-10-2024
CMP02379,CUST001860,Card Not Received,Medium,19-06-2022,Escalated,07-01-2022
CMP02380,CUST012559,Fraudulent Charge,Low,20-11-2024,Closed,23-12-2024
CMP02381,CUST014920,App Not Working,Medium,03-03-2025,Closed,27-03-2025
CMP02382,CUST012882,Card Damaged,Low,04-07-2022,Resolved,22-04-2022
CMP02383,CUST003688,Late Fee Dispute,Medium,12-07-2022,In Progress,19-08-2022
CMP02384,CUST010167,Card Not Received,High,10-09-2023,Resolved,16-08-2023
CMP02385,CUST007625,Billing Dispute,Low,19-06-2022,In Progress,10-07-2022
CMP02386,CUST013867,Wrong Amount Charged,High,18-04-2025,Open,20-04-2025
CMP02387,CUST008618,App Not Working,Low,03-07-2023,Escalated,14-03-2023
CMP02388,CUST001593,Card Not Received,High,30-07-2024,Resolved,05-09-2024
CMP02389,CUST011768,Billing Dispute,High,28-12-2023,Open,16-08-2023
CMP02390,CUST011552,Reward Points Missing,Low,10-01-2024,Resolved,16-02-2024
CMP02391,CUST013111,App Not Working,High,12-07-2025,Open,05-08-2025
CMP02392,CUST012106,Card Damaged,Low,18-04-2025,Resolved,16-08-2023
CMP02393,CUST001793,Late Fee Dispute,High,04-11-2025,In Progress,16-08-2023
CMP02394,CUST014320,Billing Dispute,Medium,05-06-2022,Escalated,17-06-2022
CMP02395,CUST012648,Card Not Received,High,23-04-2022,Closed,27-05-2022
CMP02396,CUST011052,Billing Dispute,Medium,31-03-2025,Open,16-08-2023
CMP02397,CUST010816,Statement Error,Low,19-08-2024,In Progress,16-09-2024
CMP02398,CUST003145,Fraudulent Charge,High,20-06-2022,Resolved,16-07-2022
CMP02399,CUST001559,Interest Rate Query,Low,09-02-2025,Resolved,05-03-2025
CMP02400,CUST004006,Billing Dispute,High,17-09-2023,In Progress,10-11-2023
CMP02401,CUST010684,Late Fee Dispute,High,03-12-2025,Pending Review,05-12-2025
CMP02402,CUST010060,Billing Dispute,High,16-06-2025,Closed,27-07-2025
CMP02403,CUST008368,Card Damaged,Critical,23-02-2025,Resolved,11-03-2025
CMP02404,CUST011983,Fraudulent Charge,Critical,16-05-2023,Open,06-02-2023
CMP02405,CUST010408,Card Not Received,High,26-03-2023,Pending Review,16-08-2023
CMP02406,CUST002805,Reward Points Missing,Low,29-10-2024,Escalated,06-11-2024
CMP02407,CUST006993,Reward Points Missing,High,11-06-2024,Closed,10-11-2024
CMP02408,CUST001425,Interest Rate Query,Critical,31-12-2022,Pending Review,12-02-2023
CMP02409,CUST008697,Wrong Amount Charged,High,18-01-2022,Escalated,18-02-2022
CMP02410,CUST002824,Billing Dispute,Low,14-12-2025,Pending Review,16-12-2025
CMP02411,CUST010991,Late Fee Dispute,Medium,16-06-2025,Open,07-11-2025
CMP02412,CUST002301,Card Not Received,Low,23-10-2025,In Progress,04-11-2025
CMP02413,CUST003134,Card Not Received,Critical,21-10-2023,Resolved,09-11-2023
CMP02414,CUST002859,App Not Working,Low,28-02-2022,Open,20-03-2022
CMP02415,CUST004767,Interest Rate Query,Critical,24-06-2023,Pending Review,24-07-2023
CMP02416,CUST003351,Wrong Amount Charged,Medium,06-03-2022,Pending Review,16-08-2023
CMP02417,CUST007349,Interest Rate Query,Low,21-01-2022,Closed,Low
CMP02418,CUST002409,Fraudulent Charge,Medium,17-08-2026,Open,22-09-2026
CMP02419,CUST005353,Late Fee Dispute,Low,24-12-2024,Pending Review,15-01-2025
CMP02420,CUST010065,Card Not Received,Low,22-04-2025,Open,21-05-2025
CMP02421,CUST014214,Billing Dispute,Low,08-10-2024,Escalated,15-11-2024
CMP02422,CUST014131,Billing Dispute,Medium,17-03-2022,Pending Review,15-04-2022
CMP02423,CUST013944,Billing Dispute,Low,30-07-2023,Open,21-08-2023
CMP02424,CUST014727,Reward Points Missing,Medium,01-04-2023,Pending Review,13-01-2023
CMP02425,CUST003532,Billing Dispute,High,16-09-2023,In Progress,16-08-2023
CMP02426,CUST010422,Card Damaged,Low,10-12-2022,Resolved,13-10-2022
CMP02427,CUST003471,Interest Rate Query,Medium,21-01-2025,Resolved,15-02-2025
CMP02428,CUST005801,Statement Error,Low,31-12-2022,Open,15-01-2023
CMP02429,CUST008812,Wrong Amount Charged,High,20-01-2023,Open,21-02-2023
CMP02430,CUST000453,App Not Working,Low,24-04-2023,Pending Review,31-05-2023
CMP02431,CUST010580,Statement Error,Critical,30-04-2026,Escalated,18-05-2026
CMP02432,CUST014177,Statement Error,Low,04-09-2022,In Progress,22-04-2022
CMP02433,CUST006223,Fraudulent Charge,Critical,05-08-2026,Closed,18-08-2026
CMP02434,CUST000999,Card Not Received,Medium,30-05-2023,Escalated,15-06-2023
CMP02435,CUST008028,Late Fee Dispute,High,14-12-2025,Resolved,01-03-2026
CMP02436,CUST012006,Late Fee Dispute,Critical,02-04-2024,Resolved,23-02-2024
CMP02437,CUST013032,Fraudulent Charge,Low,18-02-2022,In Progress,02-04-2022
CMP02438,CUST006457,Fraudulent Charge,Medium,19-07-2022,Closed,29-07-2022
CMP02439,CUST010595,Fraudulent Charge,Medium,01-09-2022,Resolved,16-08-2023
CMP02440,CUST006506,Fraudulent Charge,Low,09-04-2025,Escalated,09-05-2025
CMP02441,CUST000468,App Not Working,Low,08-09-2024,Closed,29-08-2024
CMP02442,CUST008539,Late Fee Dispute,High,11-10-2025,Escalated,19-12-2025
CMP02443,CUST007446,Card Not Received,Low,31-08-2024,Open,24-09-2024
CMP02444,CUST001040,App Not Working,Low,27-02-2025,Resolved,04-08-2025
CMP02445,CUST009013,Wrong Amount Charged,Medium,07-06-2026,Open,27-07-2026
CMP02446,CUST012340,App Not Working,Low,03-06-2022,Pending Review,16-08-2023
CMP02447,CUST010866,Interest Rate Query,Medium,04-03-2022,Resolved,05-05-2022
CMP02448,CUST002467,Fraudulent Charge,Critical,07-07-2024,In Progress,18-07-2024
CMP02449,CUST014418,Wrong Amount Charged,Critical,22-06-2026,Resolved,18-07-2026
CMP02450,CUST003549,Interest Rate Query,High,24-11-2024,Pending Review,26-12-2024
CMP02451,CUST005174,Billing Dispute,Critical,18-09-2023,Closed,21-09-2023
CMP02452,CUST011524,Interest Rate Query,Medium,01-01-2022,In Progress,01-06-2022
CMP02453,CUST000928,Interest Rate Query,High,21-04-2025,Escalated,05-10-2025
CMP02454,CUST006871,Card Damaged,Low,25-02-2024,Open,15-03-2024
CMP02455,CUST010100,Reward Points Missing,Critical,25-01-2025,Open,16-02-2025
CMP02456,CUST010019,App Not Working,Low,23-11-2022,Closed,30-11-2022
CMP02457,CUST003784,Card Damaged,Medium,10-10-2024,Closed,08-11-2024
CMP02458,CUST008669,App Not Working,High,05-03-2026,Open,06-05-2026
CMP02459,CUST013560,Interest Rate Query,Medium,05-07-2025,Resolved,08-09-2025
CMP02460,CUST012777,Card Damaged,High,03-06-2025,Open,16-08-2023
CMP02461,CUST009183,Fraudulent Charge,Low,29-01-2026,Open,02-09-2026
CMP02462,CUST002417,Reward Points Missing,Medium,29-09-2022,In Progress,16-08-2023
CMP02463,CUST007414,Billing Dispute,Low,19-05-2025,Escalated,25-06-2025
CMP02464,CUST011917,Billing Dispute,Low,20-01-2024,Closed,25-01-2024
CMP02465,CUST010324,Fraudulent Charge,Critical,29-06-2026,Closed,16-08-2023
CMP02466,CUST002619,Wrong Amount Charged,Low,25-12-2024,Pending Review,02-07-2025
CMP02467,CUST009362,Fraudulent Charge,Medium,10-06-2025,Closed,16-07-2025
CMP02468,CUST000340,Card Not Received,Medium,28-01-2026,In Progress,26-02-2026
CMP02469,CUST011705,Billing Dispute,Low,18-05-2022,Pending Review,25-06-2022
CMP02470,CUST008282,Fraudulent Charge,Medium,15-10-2024,Open,18-11-2024
CMP02471,CUST007978,Late Fee Dispute,Low,30-05-2025,Closed,07-06-2025
CMP02472,CUST011786,Statement Error,High,02-02-2022,Pending Review,02-10-2022
CMP02473,CUST012390,Fraudulent Charge,Low,27-02-2024,Open,03-10-2024
CMP02474,CUST002176,Card Damaged,High,26-04-2026,Resolved,30-04-2026
CMP02475,CUST012778,Interest Rate Query,Low,15-08-2026,Open,29-08-2026
CMP02476,CUST002633,Interest Rate Query,Medium,14-02-2025,Open,31-03-2025
CMP02477,CUST006428,Statement Error,Medium,19-12-2023,Escalated,16-08-2023
CMP02478,CUST005840,App Not Working,Medium,30-06-2022,In Progress,08-06-2022
CMP02479,CUST011684,App Not Working,Low,23-10-2025,Pending Review,28-11-2025
CMP02480,CUST001211,Late Fee Dispute,Critical,01-12-2024,Open,13-01-2025
CMP02481,CUST006493,Interest Rate Query,Low,11-12-2024,Resolved,30-11-2024
CMP02482,CUST001379,Late Fee Dispute,Low,06-03-2026,Resolved,07-01-2026
CMP02483,CUST004720,Interest Rate Query,Medium,30-05-2026,In Progress,14-06-2026
CMP02484,CUST011082,App Not Working,Critical,11-02-2025,Closed,16-08-2023
CMP02485,CUST007051,Card Not Received,Low,11-08-2023,Resolved,15-12-2023
CMP02486,CUST010740,Card Damaged,High,15-07-2025,Pending Review,26-07-2025
CMP02487,CUST012936,Card Not Received,Low,01-05-2022,Pending Review,11-06-2022
CMP02488,CUST007407,Interest Rate Query,Low,21-03-2023,Open,23-04-2023
CMP02489,CUST002129,Interest Rate Query,Medium,19-04-2026,Closed,19-05-2026
CMP02490,CUST013330,Statement Error,High,16-02-2023,Pending Review,16-08-2023
CMP02491,CUST008317,App Not Working,Medium,10-04-2025,Resolved,16-08-2023
CMP02492,CUST014907,App Not Working,High,12-02-2024,Resolved,26-02-2024
CMP02493,CUST000427,Statement Error,Low,21-04-2025,Pending Review,28-04-2025
CMP02494,CUST011529,Billing Dispute,Low,29-03-2026,Pending Review,04-12-2026
CMP02495,CUST014526,Card Damaged,Critical,07-10-2023,Open,08-02-2023
CMP02496,CUST006411,Late Fee Dispute,High,08-03-2026,Escalated,04-01-2026
CMP02497,CUST007016,Reward Points Missing,Critical,28-04-2025,Open,16-08-2023
CMP02498,CUST001783,Card Not Received,High,01-01-2026,Resolved,18-01-2026
CMP02499,CUST009855,Card Damaged,Medium,24-06-2023,Pending Review,24-07-2023
CMP02500,CUST004914,Card Not Received,Critical,28-06-2025,Escalated,29-06-2025
CMP02501,CUST001776,Billing Dispute,Medium,29-01-2026,Resolved,13-02-2026
CMP02502,CUST011772,Interest Rate Query,High,17-08-2025,Open,16-08-2023
CMP02503,CUST004829,Reward Points Missing,High,11-02-2025,In Progress,16-08-2023
CMP02504,CUST000132,Interest Rate Query,High,18-03-2024,Escalated,28-03-2024
CMP02505,CUST010583,Billing Dispute,Low,24-06-2022,Resolved,07-10-2022
CMP02506,CUST009941,Reward Points Missing,Low,01-11-2025,Open,22-02-2025
CMP02507,CUST006163,Reward Points Missing,Medium,02-09-2022,In Progress,16-08-2023
CMP02508,CUST012833,Interest Rate Query,High,03-05-2022,Pending Review,16-08-2023
CMP02509,CUST002686,App Not Working,Critical,28-02-2025,Escalated,10-04-2025
CMP02510,CUST003093,Statement Error,Low,01-12-2026,Resolved,Low
CMP02511,CUST012917,Late Fee Dispute,Critical,13-01-2023,Closed,23-02-2023
CMP02512,CUST001820,Interest Rate Query,High,29-11-2025,Open,16-08-2023
CMP02513,CUST011704,App Not Working,Low,29-01-2024,Escalated,15-02-2024
CMP02514,CUST002214,Reward Points Missing,Low,29-09-2022,In Progress,30-10-2022
CMP02515,CUST008176,Fraudulent Charge,Low,27-06-2024,Open,24-07-2024
CMP02516,CUST009649,App Not Working,Medium,06-08-2024,Pending Review,16-08-2023
CMP02517,CUST009722,Wrong Amount Charged,Low,21-05-2022,Open,16-08-2023
CMP02518,CUST001433,Billing Dispute,Low,30-01-2025,Open,03-11-2025
CMP02519,CUST002575,Card Damaged,High,24-01-2024,Resolved,02-10-2024
CMP02520,CUST010142,Late Fee Dispute,Low,17-01-2025,Resolved,26-02-2025
CMP02521,CUST010833,Fraudulent Charge,High,12-12-2023,Closed,30-12-2023
CMP02522,CUST013141,Card Damaged,High,17-12-2025,Resolved,28-01-2026
CMP02523,CUST009542,Card Not Received,Medium,23-07-2024,Pending Review,30-08-2024
CMP02524,CUST003351,Fraudulent Charge,High,06-04-2022,Resolved,04-11-2022
CMP02525,CUST001839,Fraudulent Charge,Low,23-07-2026,Escalated,09-04-2026
CMP02526,CUST002021,Interest Rate Query,Critical,21-07-2026,Closed,13-08-2026
CMP02527,CUST004444,Wrong Amount Charged,Critical,07-09-2025,Open,16-08-2023
CMP02528,CUST004877,Card Not Received,Medium,05-05-2022,Pending Review,16-05-2022
CMP02529,CUST008263,App Not Working,High,01-11-2023,Pending Review,27-11-2023
CMP02530,CUST005337,Reward Points Missing,Medium,24-10-2025,Escalated,07-11-2025
CMP02531,CUST014057,Wrong Amount Charged,Medium,18-02-2023,Resolved,20-03-2023
CMP02532,CUST009833,Billing Dispute,Low,09-03-2022,Resolved,16-08-2023
CMP02533,CUST004149,Card Not Received,Low,26-03-2026,Resolved,Low
CMP02534,CUST010174,Statement Error,Medium,30-05-2022,Resolved,16-08-2023
CMP02535,CUST008907,Late Fee Dispute,High,18-10-2022,Resolved,11-10-2022
CMP02536,CUST014551,Reward Points Missing,Low,30-10-2022,Resolved,12-01-2022
CMP02537,CUST014341,Reward Points Missing,Critical,22-05-2026,Pending Review,16-06-2026
CMP02538,CUST006449,Billing Dispute,Critical,30-04-2026,Resolved,05-06-2026
CMP02539,CUST014205,App Not Working,Medium,03-06-2022,Pending Review,16-07-2022
CMP02540,CUST013976,Card Not Received,Low,25-03-2025,Open,05-02-2025
CMP02541,CUST000128,Card Not Received,Critical,02-08-2025,Closed,20-02-2025
CMP02542,CUST004918,Reward Points Missing,Low,05-01-2023,Resolved,16-08-2023
CMP02543,CUST000825,Late Fee Dispute,Low,10-01-2022,Closed,15-02-2022
CMP02544,CUST011311,Billing Dispute,Critical,02-12-2022,Resolved,22-03-2022
CMP02545,CUST003133,Fraudulent Charge,Low,24-03-2022,Open,04-02-2022
CMP02546,CUST011088,App Not Working,Low,13-02-2022,Resolved,18-03-2022
CMP02547,CUST014130,Interest Rate Query,Low,21-01-2025,Resolved,07-03-2025
CMP02548,CUST006689,Billing Dispute,Low,14-03-2026,Resolved,16-04-2026
CMP02549,CUST001347,Interest Rate Query,Critical,30-10-2024,Open,12-12-2024
CMP02550,CUST004561,Card Damaged,Low,02-06-2025,Open,19-03-2025
CMP02551,CUST000918,Fraudulent Charge,Low,15-10-2025,Closed,24-10-2025
CMP02552,CUST006899,Fraudulent Charge,High,23-03-2024,Escalated,04-05-2024
CMP02553,CUST002229,Statement Error,High,17-05-2026,Resolved,06-11-2026
CMP02554,CUST014872,Interest Rate Query,Critical,04-08-2025,Open,07-05-2025
CMP02555,CUST014041,Statement Error,Medium,14-04-2026,Open,28-05-2026
CMP02556,CUST012779,Card Not Received,Low,11-12-2023,Closed,27-12-2023
CMP02557,CUST001880,Interest Rate Query,Low,06-04-2022,Escalated,08-05-2022
CMP02558,CUST006128,Fraudulent Charge,Low,20-09-2023,Resolved,24-10-2023
CMP02559,CUST002277,Reward Points Missing,Low,27-08-2024,Pending Review,12-09-2024
CMP02560,CUST002549,Late Fee Dispute,Low,15-01-2025,Open,Low
CMP02561,CUST012650,Reward Points Missing,Medium,02-01-2024,Open,13-01-2024
CMP02562,CUST010990,App Not Working,High,14-06-2022,In Progress,16-08-2023
CMP02563,CUST011774,App Not Working,High,30-08-2025,Closed,17-09-2025
CMP02564,CUST006457,Interest Rate Query,High,08-01-2026,Closed,16-08-2023
CMP02565,CUST014177,Reward Points Missing,Low,27-04-2026,In Progress,16-08-2023
CMP02566,CUST010693,Interest Rate Query,Critical,29-04-2023,Pending Review,27-05-2023
CMP02567,CUST001793,Late Fee Dispute,Low,23-05-2022,In Progress,02-07-2022
CMP02568,CUST003323,Card Damaged,Low,21-06-2025,Resolved,08-04-2025
CMP02569,CUST009742,Card Not Received,High,27-10-2023,Pending Review,16-08-2023
CMP02570,CUST004498,Card Damaged,Critical,08-01-2023,Closed,12-08-2023
CMP02571,CUST003229,Reward Points Missing,Medium,07-03-2022,Resolved,07-07-2022
CMP02572,CUST013223,Card Damaged,High,26-11-2024,Resolved,19-12-2024
CMP02573,CUST008557,Wrong Amount Charged,Low,02-10-2024,Open,04-03-2024
CMP02574,CUST008503,App Not Working,Medium,25-10-2025,Resolved,06-11-2025
CMP02575,CUST006122,Statement Error,Low,16-03-2026,Open,04-03-2026
CMP02576,CUST004344,Interest Rate Query,High,30-03-2023,In Progress,24-04-2023
CMP02577,CUST001699,Card Damaged,Critical,08-08-2024,Escalated,22-08-2024
CMP02578,CUST007493,Interest Rate Query,Critical,19-01-2026,Closed,20-02-2026
CMP02579,CUST003645,App Not Working,Medium,02-12-2026,Closed,23-02-2026
CMP02580,CUST006445,App Not Working,High,10-02-2025,Closed,26-03-2025
CMP02581,CUST001353,Statement Error,High,27-03-2023,Escalated,17-04-2023
CMP02582,CUST006223,Interest Rate Query,Low,14-03-2022,Closed,30-03-2022
CMP02583,CUST007516,Reward Points Missing,Low,12-12-2023,Pending Review,21-01-2024
CMP02584,CUST008357,Card Not Received,Medium,26-04-2024,Resolved,16-08-2023
CMP02585,CUST008085,Statement Error,Critical,01-12-2025,Resolved,13-02-2025
CMP02586,CUST014082,App Not Working,Medium,11-04-2026,In Progress,13-05-2026
CMP02587,CUST007162,App Not Working,Low,13-10-2024,Escalated,25-11-2024
CMP02588,CUST003939,Card Not Received,Critical,11-03-2023,In Progress,10-04-2023
CMP02589,CUST013954,Card Damaged,Critical,29-10-2025,Open,12-04-2025
CMP02590,CUST004273,Fraudulent Charge,Low,02-05-2025,Open,03-01-2025
CMP02591,CUST014020,Fraudulent Charge,Critical,19-03-2025,Resolved,20-04-2025
CMP02592,CUST005053,Reward Points Missing,High,18-02-2024,Open,05-03-2024
CMP02593,CUST014114,Billing Dispute,High,27-01-2024,Escalated,10-02-2024
CMP02594,CUST013226,Card Damaged,Low,13-08-2025,Resolved,01-09-2025
CMP02595,CUST002272,Reward Points Missing,Medium,30-08-2024,Resolved,23-09-2024
CMP02596,CUST005094,Reward Points Missing,Critical,17-05-2026,Closed,06-12-2026
CMP02597,CUST014470,Card Damaged,High,17-11-2022,Open,16-12-2022
CMP02598,CUST004887,Statement Error,Low,02-04-2023,Escalated,30-04-2023
CMP02599,CUST012557,Statement Error,Medium,02-02-2022,Open,16-08-2023
CMP02600,CUST000481,Wrong Amount Charged,Medium,17-09-2025,Open,16-08-2023
CMP02601,CUST010363,Fraudulent Charge,High,10-05-2024,Closed,21-05-2024
CMP02602,CUST012607,Wrong Amount Charged,Critical,14-02-2026,Open,04-03-2026
CMP02603,CUST010161,Card Not Received,Medium,20-02-2024,Resolved,19-03-2024
CMP02604,CUST014310,Card Damaged,High,12-04-2024,In Progress,18-04-2024
CMP02605,CUST007127,App Not Working,High,16-05-2025,Pending Review,15-06-2025
CMP02606,CUST014282,App Not Working,Low,30-12-2025,Open,15-01-2026
CMP02607,CUST007477,Billing Dispute,Medium,04-03-2025,Closed,16-08-2023
CMP02608,CUST005027,Fraudulent Charge,Critical,18-09-2025,Escalated,26-09-2025
CMP02609,CUST010954,App Not Working,Low,10-03-2023,Pending Review,24-10-2023
CMP02610,CUST010052,Reward Points Missing,Low,08-05-2023,Resolved,12-08-2023
CMP02611,CUST002282,Statement Error,Medium,16-10-2024,Resolved,19-10-2024
CMP02612,CUST011281,App Not Working,Medium,22-04-2026,In Progress,12-05-2026
CMP02613,CUST006805,Late Fee Dispute,Medium,22-10-2023,Resolved,14-11-2023
CMP02614,CUST013197,Billing Dispute,Low,22-05-2023,Resolved,06-04-2023
CMP02615,CUST014409,Fraudulent Charge,Low,30-07-2026,Escalated,16-08-2023
CMP02616,CUST001548,Reward Points Missing,Low,29-10-2023,Open,08-12-2023
CMP02617,CUST008551,Card Damaged,High,21-04-2022,Resolved,15-05-2022
CMP02618,CUST002034,Billing Dispute,Medium,12-06-2023,Escalated,16-08-2023
CMP02619,CUST005600,Billing Dispute,Low,04-04-2026,Escalated,16-08-2023
CMP02620,CUST007817,Card Not Received,Medium,02-02-2026,Resolved,22-02-2026
CMP02621,CUST005448,Late Fee Dispute,Low,04-09-2022,Closed,15-10-2022
CMP02622,CUST001470,Late Fee Dispute,High,07-10-2025,Open,08-01-2025
CMP02623,CUST014154,Late Fee Dispute,Critical,11-10-2024,Closed,29-11-2024
CMP02624,CUST000135,Statement Error,Critical,12-12-2023,Resolved,16-08-2023
CMP02625,CUST012080,Fraudulent Charge,Low,28-05-2023,Escalated,10-07-2023
CMP02626,CUST005813,Card Damaged,Low,13-06-2022,Resolved,21-06-2022
CMP02627,CUST012716,Wrong Amount Charged,High,24-07-2025,In Progress,26-07-2025
CMP02628,CUST005889,App Not Working,Critical,14-03-2022,Open,27-04-2022
CMP02629,CUST008083,Billing Dispute,High,16-04-2022,Pending Review,31-05-2022
CMP02630,CUST012829,Reward Points Missing,High,13-04-2022,Pending Review,05-02-2022
CMP02631,CUST000181,Card Damaged,High,13-04-2025,Pending Review,01-05-2025
CMP02632,CUST002579,Interest Rate Query,Low,16-02-2022,Escalated,25-03-2022
CMP02633,CUST002480,App Not Working,Medium,26-04-2023,Resolved,31-05-2023
CMP02634,CUST014405,Card Not Received,Low,23-06-2022,Resolved,13-07-2022
CMP02635,CUST005288,Billing Dispute,Critical,29-12-2024,Resolved,31-12-2024
CMP02636,CUST011832,Reward Points Missing,High,21-03-2024,Pending Review,02-04-2024
CMP02637,CUST005755,Fraudulent Charge,High,20-05-2023,Closed,16-08-2023
CMP02638,CUST009704,App Not Working,Low,05-06-2025,Resolved,29-05-2025
CMP02639,CUST001637,Fraudulent Charge,Low,22-11-2022,Open,25-11-2022
CMP02640,CUST011986,Wrong Amount Charged,Low,18-07-2022,In Progress,13-08-2022
CMP02641,CUST005491,App Not Working,High,12-07-2024,Escalated,15-08-2024
CMP02642,CUST014098,Card Not Received,High,24-04-2022,Pending Review,06-01-2022
CMP02643,CUST006437,Reward Points Missing,Low,13-09-2025,Open,30-09-2025
CMP02644,CUST008685,Card Damaged,Medium,11-01-2025,Resolved,16-08-2023
CMP02645,CUST005469,Fraudulent Charge,High,22-02-2024,Resolved,16-08-2023
CMP02646,CUST013751,Fraudulent Charge,Medium,05-10-2024,Pending Review,09-10-2024
CMP02647,CUST003296,Late Fee Dispute,Low,10-04-2024,Pending Review,16-08-2023
CMP02648,CUST002820,Billing Dispute,Low,29-06-2023,Escalated,16-08-2023
CMP02649,CUST007532,Fraudulent Charge,Medium,17-10-2023,Resolved,18-11-2023
CMP02650,CUST002643,Interest Rate Query,Critical,25-01-2023,Open,03-10-2023
CMP02651,CUST014084,Billing Dispute,Critical,17-12-2025,Closed,26-01-2026
CMP02652,CUST014935,Card Damaged,Critical,17-10-2024,Closed,08-11-2024
CMP02653,CUST006751,Interest Rate Query,Critical,23-07-2023,In Progress,25-07-2023
CMP02654,CUST004767,Fraudulent Charge,Critical,23-07-2026,Closed,16-08-2023
CMP02655,CUST000454,Late Fee Dispute,Medium,18-06-2026,Resolved,07-10-2026
CMP02656,CUST014483,Interest Rate Query,Medium,11-07-2025,Resolved,30-11-2025
CMP02657,CUST006591,Interest Rate Query,High,07-06-2023,In Progress,06-08-2023
CMP02658,CUST008066,App Not Working,High,03-07-2026,Pending Review,08-07-2026
CMP02659,CUST003595,Card Not Received,Low,30-07-2026,Open,13-08-2026
CMP02660,CUST002812,Card Not Received,Medium,26-02-2022,Pending Review,16-08-2023
CMP02661,CUST010538,Billing Dispute,Medium,01-02-2025,Resolved,05-01-2025
CMP02662,CUST001799,Card Damaged,High,01-09-2024,Open,17-09-2024
CMP02663,CUST002743,Reward Points Missing,Critical,12-03-2026,Resolved,27-03-2026
CMP02664,CUST013161,Reward Points Missing,High,24-04-2024,Resolved,06-06-2024
