merchant_id,category,city,state,avg_transaction_value,risk_score,onboard_date,is_flagged_risky
MER02256,Fashion,Singapore,Singapore,2911.85,0.83,01-06-2023,Yes
MER02257,Education,Delhi,Delhi,715.76,0.2,31-01-2021,No
MER02258,Travel,New York,Rajasthan,1467.15,0.61,19-05-2022,No
MER02259,Fuel,Manchester,England,1347.51,0.99,05-04-2022,Yes
MER02260,Automobile,Pune,Telangana,977.78,0.23,06-10-2023,No
MER02261,Healthcare,Toronto,Ontario,750.46,0.48,05-04-2025,Yes
MER02262,Online Shopping,Chicago,Punjab,511.67,0.03,03-09-2022,No
MER02263,Insurance,Pune,Maharashtra,4225.45,0.02,03-03-2026,No
MER02264,Education,Tokyo,Nagaland,3683.27,0.44,28-05-2025,No
MER02265,Online Shopping,Chicago,Punjab,1179.75,0.07,20-11-2022,Yes
MER02266,Entertainment,Chicago,Punjab,2654.53,0.39,10-03-2025,No
MER02267,Education,Pune,Maharashtra,1479.63,0.11,24-03-2023,No
MER02268,Online Shopping,Toronto,Ontario,278.5,0.71,22-12-2022,Yes
MER02269,Dining,Melbourne,West Bengal,3556.34,0.68,02-10-2024,Yes
MER02270,Furniture,Manchester,England,595.06,0.16,18-03-2025,No
MER02271,Fashion,Tokyo,Nagaland,2553.92,0.07,26-08-2025,Yes
MER02272,Jewelry,Chennai,Tamil Nadu,1599,0.32,18-08-2023,Yes
MER02273,Electronics,Bengaluru,Karnataka,2445.85,0.35,09-08-2025,No
MER02274,Jewelry,Delhi,Delhi,1374.3,0.89,22-05-2023,No
MER02275,Dining,Vancouver,Goa,2525.09,0.38,07-06-2026,Yes
MER02276,Fashion,Dubai,Dubai,166.73,0.4,09-04-2021,No
MER02277,Dining,Hyderabad,Telangana,183.42,0.23,05-10-2021,No
MER02278,Travel,Los Angeles,Manipur,4633.28,0.51,07-08-2025,Yes
MER02279,Fuel,Mumbai,Maharashtra,2870.14,0.68,30-04-2023,No
MER02280,Online Shopping,Pune,Maharashtra,3625.97,0.95,04-07-2022,Yes
MER02281,Fuel,New York,Rajasthan,1319.77,0.2,21-01-2025,No
MER02282,Furniture,Hyderabad,Telangana,1331.06,0.15,15-07-2022,Yes
MER02283,Fashion,Coimbatore,Tamil Nadu,1627.16,0.03,03-03-2021,Yes
MER02284,Electronics,New York,Rajasthan,658.53,0.99,20-08-2022,No
MER02285,Dining,Chennai,Tamil Nadu,2744.78,0.22,24-01-2023,No
MER02286,Travel,Houston,Telangana,3637.51,0.47,03-01-2025,Yes
MER02287,Healthcare,Delhi,Delhi,4855.14,0.41,12-02-2023,Yes
MER02288,Entertainment,Mumbai,Maharashtra,1555.62,0.43,07-04-2025,Yes
MER02289,Insurance,Sydney,Odisha,1170.84,0.39,29-07-2022,No
MER02290,Fashion,Pune,Maharashtra,3654.92,0.33,03-02-2025,No
MER02291,Education,Vancouver,Goa,100.07,0.03,27-04-2026,No
MER02292,Travel,Hyderabad,Telangana,4138.93,0.06,20-09-2021,No
MER02293,Fashion,Pune,Maharashtra,2232.66,0.03,07-11-2023,No
MER02294,Healthcare,Pune,Manipur,4396.53,0.21,06-02-2023,Yes
MER02295,Fashion,New York,Rajasthan,286.52,0.34,23-08-2025,No
MER02296,Travel,Toronto,Ontario,2376.13,0.48,03-12-2025,No
MER02297,Electronics,Hyderabad,Telangana,285.97,0.9,15-06-2025,Yes
MER02298,Electronics,Singapore,Singapore,2863.87,0.36,26-07-2023,No
MER02299,Travel,New York,Rajasthan,2080.11,0.37,20-09-2022,No
MER02300,Fuel,Mumbai,Maharashtra,132.24,0.62,04-03-2022,No
MER02301,Online Shopping,London,England,1928.89,0.86,22-08-2025,Yes
MER02302,Furniture,Vancouver,Goa,416.3,0.23,16-11-2021,Yes
MER02303,Education,Phoenix,Andhra Pradesh,407.26,0.35,14-10-2022,No
MER02304,Fashion,Coimbatore,Tamil Nadu,426.13,0.36,21-04-2024,No
MER02305,Jewelry,London,England,1422.61,0.86,02-02-2022,Yes
MER02306,Fuel,Coimbatore,Tamil Nadu,345.51,0.03,28-04-2024,No
MER02307,Insurance,Pune,Maharashtra,368.56,0.82,02-01-2023,Yes
MER02308,Furniture,Pune,Tamil Nadu,691.88,0.55,27-07-2024,No
MER02309,Automobile,Dubai,Dubai,100.07,0.87,27-01-2022,No
MER02310,Fashion,Chicago,Punjab,745.35,0.7,03-12-2023,No
MER02311,Furniture,Kolkata,West Bengal,2026.81,0.07,04-02-2024,No
MER02312,Utilities,Manchester,England,1940.45,0.72,14-06-2022,No
MER02313,Insurance,Houston,Telangana,100.07,0.04,22-04-2025,No
MER02314,Fashion,Sydney,Odisha,354.83,0.91,25-04-2025,No
MER02315,Travel,Sydney,Odisha,4113.44,0.03,17-03-2023,No
MER02316,Jewelry,Manchester,England,1092.5,1,22-01-2025,No
MER02317,Insurance,Manchester,England,1078.9,0.3,03-08-2025,No
MER02318,Dining,Sydney,Odisha,957.91,0.68,16-08-2025,Yes
MER02319,Dining,Toronto,Ontario,366.46,0.05,05-07-2025,No
MER02320,Education,Toronto,Ontario,1402.11,0,25-05-2022,No
MER02321,Education,Hyderabad,Telangana,3196.48,0.11,25-07-2024,No
MER02322,Utilities,London,England,100.07,0.53,11-01-2025,No
MER02323,Healthcare,Chennai,Tamil Nadu,6686.08,0.77,23-11-2024,No
MER02324,Fashion,Toronto,Ontario,3176.96,0.36,15-05-2026,No
MER02325,Furniture,Kolkata,West Bengal,2051.51,0.74,09-09-2022,Yes
MER02326,Automobile,Singapore,Singapore,1476.45,0.51,02-11-2024,No
MER02327,Furniture,Coimbatore,Tamil Nadu,4257.24,0.37,24-08-2024,No
MER02328,Jewelry,London,England,2790.41,0.64,03-02-2026,No
MER02329,Utilities,Tokyo,Nagaland,451.7,0.42,16-04-2024,No
MER02330,Fashion,Pune,Maharashtra,2394.87,0.7,30-04-2026,Yes
MER02331,Online Shopping,Melbourne,West Bengal,1227.89,0.94,27-12-2025,No
MER02332,Furniture,Vancouver,Goa,1911.69,0.56,06-03-2024,Yes
MER02333,Utilities,Pune,West Bengal,4672.5,0.08,17-11-2023,No
MER02334,Jewelry,Tokyo,Nagaland,2214.39,0.03,23-06-2023,No
MER02335,Furniture,Tokyo,Nagaland,5684.74,0.13,06-06-2023,No
MER02336,Utilities,Delhi,Delhi,4125.36,0.54,02-09-2026,No
MER02337,Utilities,Pune,Maharashtra,376,0.03,18-10-2024,No
MER02338,Online Shopping,Coimbatore,Tamil Nadu,123.44,0.7,08-04-2023,Yes
MER02339,Insurance,Singapore,Singapore,1070.35,0.59,23-09-2023,No
MER02340,Entertainment,Vancouver,Goa,4109.86,0.29,06-02-2026,Yes
MER02341,Automobile,Melbourne,West Bengal,623.06,0.87,27-01-2022,No
MER02342,Electronics,Chicago,Punjab,2451.42,0.95,20-06-2025,No
MER02343,Jewelry,Mumbai,Maharashtra,1392.51,0.51,03-10-2024,Yes
MER02344,Fuel,Coimbatore,Tamil Nadu,2841.45,0.22,22-11-2023,No
MER02345,Grocery,London,England,460.59,0.03,23-03-2021,Yes
MER02346,Travel,Coimbatore,Tamil Nadu,646.48,0.03,26-09-2023,No
MER02347,Healthcare,New York,Rajasthan,655.53,0.04,26-05-2022,No
MER02348,Electronics,Pune,Maharashtra,100.07,0.03,06-06-2025,No
MER02349,Fashion,Pune,Maharashtra,783.92,0.5,13-03-2026,Yes
MER02350,Entertainment,Toronto,Ontario,3439.68,0.65,26-07-2022,Yes
MER02351,Dining,Sydney,Odisha,951.73,0.96,15-10-2024,No
MER02352,Jewelry,Mumbai,Maharashtra,100.07,0.74,30-10-2025,No
MER02353,Grocery,Coimbatore,Tamil Nadu,100.07,0.15,08-03-2023,No
MER02354,Education,Pune,Rajasthan,1967.5,0.64,12-04-2022,Yes
MER02355,Online Shopping,Phoenix,Andhra Pradesh,654.55,0.01,26-01-2026,No
MER02356,Fashion,Bengaluru,Karnataka,3649.29,0.05,25-03-2026,No
MER02357,Utilities,London,England,125.24,0.76,14-01-2021,No
MER02358,Fashion,Pune,Tamil Nadu,692.87,0.44,09-06-2022,No
MER02359,Online Shopping,Phoenix,Andhra Pradesh,1080.38,0.6,12-07-2022,No
MER02360,Education,Manchester,England,536.26,0.89,14-06-2021,No
MER02361,Grocery,Chennai,Tamil Nadu,1952.77,0.03,03-05-2022,Yes
MER02362,Utilities,Coimbatore,Tamil Nadu,1732.89,0.03,29-06-2025,No
MER02363,Automobile,Chennai,Tamil Nadu,1143.42,0.35,01-04-2025,No
MER02364,Entertainment,Chennai,Tamil Nadu,797.36,0.58,18-07-2021,No
MER02365,Furniture,Hyderabad,Telangana,1237.99,0.37,14-05-2023,No
MER02366,Automobile,Pune,Tamil Nadu,788.37,0.77,28-04-2021,No
MER02367,Insurance,Toronto,Ontario,600.15,0.25,10-06-2025,No
MER02368,Travel,Kolkata,West Bengal,965.48,0.35,19-03-2026,Yes
MER02369,Insurance,Hyderabad,Telangana,1944.29,0.03,09-02-2024,No
MER02370,Fashion,Pune,Maharashtra,2190.47,0.03,26-02-2022,No
MER02371,Online Shopping,London,England,805.78,0.94,20-02-2025,No
MER02372,Insurance,Pune,Maharashtra,5990,0.59,12-02-2026,No
MER02373,Insurance,London,England,707.51,0.47,22-06-2025,No
MER02374,Education,Dubai,Dubai,2590.51,0.03,21-04-2022,No
MER02375,Automobile,Kolkata,West Bengal,269.98,0.03,09-03-2025,Yes
MER02376,Online Shopping,Manchester,England,2286.32,0.29,09-06-2025,Yes
MER02377,Jewelry,Tokyo,Nagaland,1332.18,0.32,30-01-2023,Yes
MER02378,Automobile,Kolkata,West Bengal,1783.79,0.52,09-08-2021,No
MER02379,Dining,Los Angeles,Manipur,506.86,0.78,11-02-2025,No
MER02380,Travel,Coimbatore,Tamil Nadu,1236.78,0.03,23-12-2024,No
MER02381,Automobile,Phoenix,Andhra Pradesh,3007.24,0.32,12-07-2025,No
MER02382,Automobile,Pune,Maharashtra,3014.16,0.56,04-08-2024,No
MER02383,Electronics,Phoenix,Andhra Pradesh,642.45,0.22,25-02-2022,No
MER02384,Fashion,Pune,Ontario,969.58,0.03,12-07-2025,Yes
MER02385,Fashion,Melbourne,West Bengal,107.64,0.48,02-07-2021,Yes
MER02386,Travel,Phoenix,Andhra Pradesh,288.54,0.03,05-03-2021,Yes
MER02387,Fuel,Pune,Odisha,371.02,0.14,21-05-2026,No
MER02388,Fashion,Manchester,England,795.29,0.33,28-08-2023,No
MER02389,Entertainment,Mumbai,Maharashtra,2946.05,0.36,21-05-2021,Yes
MER02390,Online Shopping,Kolkata,West Bengal,1527.72,0.11,04-10-2024,Yes
MER02391,Furniture,Mumbai,Maharashtra,3246.29,0.99,10-08-2025,Yes
MER02392,Automobile,Coimbatore,Tamil Nadu,2912.22,0.42,18-12-2025,No
MER02393,Online Shopping,Kolkata,West Bengal,1869.28,0.13,11-06-2025,No
MER02394,Automobile,Coimbatore,Tamil Nadu,1485.74,0.59,19-07-2023,No
MER02395,Insurance,Vancouver,Goa,5456.62,0.08,23-04-2022,No
MER02396,Dining,Kolkata,West Bengal,100.07,0.65,04-02-2026,Yes
MER02397,Automobile,Bengaluru,Karnataka,1418.74,0.65,27-03-2021,No
MER02398,Automobile,Manchester,England,4166.96,0.03,16-01-2022,Yes
MER02399,Education,Hyderabad,Telangana,248.24,0.47,23-03-2023,No
MER02400,Furniture,Chicago,Punjab,2234.38,0.03,24-09-2021,No
MER02401,Utilities,Singapore,Singapore,339.88,0.03,25-10-2023,No
MER02402,Online Shopping,Hyderabad,Telangana,3527.62,0.08,23-12-2024,No
MER02403,Education,Melbourne,West Bengal,3246.85,0.67,24-03-2024,No
MER02404,Insurance,Phoenix,Andhra Pradesh,1500.75,0.26,23-03-2022,No
MER02405,Education,Pune,Dubai,2263.77,0.03,19-09-2022,No
MER02406,Entertainment,Kolkata,West Bengal,3062.28,0.99,27-02-2023,Yes
MER02407,Dining,Coimbatore,Tamil Nadu,1420.6,0.6,27-02-2024,No
MER02408,Travel,Coimbatore,Tamil Nadu,4828.03,0.46,08-02-2022,No
MER02409,Utilities,Pune,Maharashtra,1249.06,0.76,25-09-2023,Yes
MER02410,Fashion,Vancouver,Goa,4551.67,0.74,21-01-2024,No
MER02411,Travel,Mumbai,Maharashtra,1848.11,0.26,27-01-2024,No
MER02412,Insurance,Dubai,Dubai,1211.1,0.36,31-08-2022,No
MER02413,Healthcare,Kolkata,West Bengal,108.21,0.46,25-04-2026,No
MER02414,Grocery,Pune,Manipur,800.69,0.75,11-11-2025,No
MER02415,Jewelry,Melbourne,West Bengal,4148.72,0.25,13-07-2022,No
MER02416,Utilities,Manchester,England,1219.73,0.42,07-09-2025,No
MER02417,Travel,Houston,Telangana,1194.52,0.31,16-07-2024,Yes
MER02418,Grocery,Pune,Maharashtra,1444.38,0.35,24-03-2025,No
MER02419,Education,Los Angeles,Manipur,774.6,0.83,02-02-2025,No
MER02420,Healthcare,Toronto,Ontario,1452.78,0.28,09-04-2021,Yes
MER02421,Furniture,Toronto,Ontario,1042.45,0.33,02-11-2024,No
MER02422,Travel,Houston,Telangana,4903.54,0.06,23-08-2025,No
MER02423,Education,Dubai,Dubai,1760.07,0.21,07-03-2023,No
MER02424,Fashion,Delhi,Delhi,3693.35,0.33,31-07-2023,No
MER02425,Healthcare,Mumbai,Maharashtra,2422.3,0.05,02-11-2021,No
MER02426,Fashion,Vancouver,Goa,578.05,0.61,11-09-2022,Yes
MER02427,Insurance,New York,Rajasthan,4144.85,0.43,14-07-2022,Yes
MER02428,Utilities,Houston,Telangana,282.63,0.01,17-02-2025,No
MER02429,Entertainment,Pune,Ontario,1290.73,0.84,28-09-2022,No
MER02430,Entertainment,Tokyo,Nagaland,646.65,0.38,29-08-2024,No
MER02431,Online Shopping,Dubai,Dubai,1642.46,0.19,18-06-2021,Yes
MER02432,Utilities,Coimbatore,Tamil Nadu,813.49,0.03,31-12-2025,No
MER02433,Utilities,Chicago,Punjab,2666.22,0.67,02-02-2021,Yes
MER02434,Jewelry,Mumbai,Maharashtra,5626.66,0.82,28-02-2024,Yes
MER02435,Fuel,Kolkata,West Bengal,2569.48,0.13,03-07-2024,Yes
MER02436,Jewelry,Mumbai,Maharashtra,977.97,0.56,13-02-2022,No
MER02437,Grocery,Pune,Dubai,1932.93,0.12,05-08-2024,Yes
MER02438,Education,Chicago,Punjab,4487.93,0.07,04-05-2024,No
MER02439,Automobile,Kolkata,West Bengal,729.5,0.48,27-08-2023,No
MER02440,Insurance,Tokyo,Nagaland,351.59,0.26,04-08-2022,Yes
MER02441,Insurance,Delhi,Delhi,380.28,0.24,28-08-2021,Yes
MER02442,Dining,Vancouver,Goa,1465.81,0.66,28-05-2026,No
MER02443,Electronics,Hyderabad,Telangana,2734.55,0.96,23-04-2024,No
MER02444,Travel,Singapore,Singapore,2241.55,0.67,20-04-2022,Yes
MER02445,Education,London,England,1309.87,0.67,23-01-2026,Yes
MER02446,Automobile,Mumbai,Maharashtra,100.07,0.21,16-08-2022,No
MER02447,Healthcare,Singapore,Singapore,2110.08,0.39,06-12-2022,Yes
MER02448,Healthcare,Coimbatore,Tamil Nadu,2078.96,0.61,25-07-2024,No
MER02449,Grocery,Pune,Telangana,552.24,0.03,30-05-2025,Yes
MER02450,Travel,Coimbatore,Tamil Nadu,849.63,0.44,10-07-2023,Yes
MER02451,Entertainment,Pune,Rajasthan,944.48,0.44,15-03-2023,No
MER02452,Fashion,Pune,Nagaland,3402.51,0.23,19-08-2024,No
MER02453,Fashion,London,England,3084.29,0.84,09-01-2021,Yes
MER02454,Education,Chennai,Tamil Nadu,682.5,0.56,19-01-2024,No
MER02455,Electronics,Hyderabad,Telangana,213.46,0.49,04-01-2022,No
MER02456,Entertainment,Manchester,England,3020.17,0.4,23-01-2026,No
MER02457,Grocery,New York,Rajasthan,1154.81,0.32,14-11-2023,No
MER02458,Furniture,Kolkata,West Bengal,596.42,0.33,08-06-2023,No
MER02459,Utilities,Pune,England,348.9,0.41,13-05-2026,No
MER02460,Fashion,Toronto,Ontario,125.79,0.08,12-04-2021,No
MER02461,Grocery,Mumbai,Maharashtra,1216.29,0.4,22-07-2023,No
MER02462,Healthcare,Melbourne,West Bengal,930.32,0.71,21-02-2025,No
MER02463,Travel,Singapore,Singapore,2484.55,0.14,19-05-2021,No
MER02464,Fashion,Coimbatore,Tamil Nadu,7615.64,0.03,06-03-2023,No
MER02465,Automobile,Los Angeles,Manipur,563.32,0.86,17-10-2024,Yes
MER02466,Fuel,New York,Rajasthan,656.88,0.03,16-12-2021,No
MER02467,Electronics,Chicago,Punjab,922.87,0.03,22-09-2025,No
MER02468,Furniture,Hyderabad,Telangana,1354.49,0.92,06-12-2025,Yes
MER02469,Dining,Hyderabad,Telangana,2492.66,0.83,28-07-2025,No
MER02470,Dining,Houston,Telangana,967.83,0.34,02-06-2025,Yes
MER02471,Automobile,Delhi,Delhi,100.07,0.03,27-04-2024,No
MER02472,Fashion,Hyderabad,Telangana,2721.2,0.42,22-03-2021,Yes
MER02473,Healthcare,Tokyo,Nagaland,3266,0.83,13-06-2024,No
MER02474,Travel,Chicago,Punjab,669.1,0.28,15-10-2023,Yes
MER02475,Utilities,Tokyo,Nagaland,394.12,0.03,18-12-2025,Yes
MER02476,Utilities,Manchester,England,1600.71,0.39,26-05-2024,No
MER02477,Fuel,Vancouver,Goa,567.18,0.07,16-08-2023,No
MER02478,Online Shopping,Dubai,Dubai,1037.33,0.24,04-08-2025,No
MER02479,Fuel,Hyderabad,Telangana,3104.41,0.35,10-06-2022,No
MER02480,Online Shopping,Coimbatore,Tamil Nadu,595.92,0.9,05-08-2022,Yes
MER02481,Insurance,Mumbai,Maharashtra,3382.47,0.51,28-09-2021,No
MER02482,Entertainment,Dubai,Dubai,2341.84,0.65,22-10-2022,No
MER02483,Education,Pune,Rajasthan,596.22,0.03,16-11-2025,No
MER02484,Grocery,Tokyo,Nagaland,1594.8,0.62,21-08-2022,Yes
MER02485,Electronics,Chennai,Tamil Nadu,2004.2,0.23,22-08-2024,No
MER02486,Utilities,Kolkata,West Bengal,546.98,0.03,04-06-2023,No
MER02487,Dining,Pune,Maharashtra,413.19,0.25,02-10-2021,No
MER02488,Electronics,Pune,Maharashtra,1615.02,0.72,05-03-2024,Yes
MER02489,Automobile,Manchester,England,2467.3,0.35,03-09-2023,No
MER02490,Fashion,Chicago,Punjab,1351.23,0.54,21-10-2021,No
MER02491,Fashion,Vancouver,Goa,245.23,0.05,11-07-2026,No
MER02492,Fashion,Los Angeles,Manipur,5286.21,0.03,21-07-2025,No
MER02493,Fashion,Pune,Ontario,2474.66,0.73,28-04-2025,Yes
MER02494,Entertainment,Mumbai,Maharashtra,2041.47,0.58,31-07-2022,No
MER02495,Automobile,Pune,Maharashtra,2163.55,0.14,23-05-2026,No
MER02496,Healthcare,New York,Rajasthan,100.07,0.45,04-06-2024,No
MER02497,Fashion,Pune,England,8421.03,0.35,15-01-2025,No
MER02498,Dining,Sydney,Odisha,384.69,0.74,15-02-2023,No
MER02499,Fashion,Pune,Maharashtra,2787.55,0.68,09-10-2021,Yes
MER02500,Healthcare,Pune,West Bengal,1192.48,0.06,10-06-2025,Yes
MER02501,Fuel,Delhi,Delhi,4358.88,0.49,05-06-2023,No
MER02502,Grocery,Sydney,Odisha,2626.46,0.03,28-03-2024,No
MER02503,Utilities,Bengaluru,Karnataka,1752.22,0.48,04-03-2025,Yes
MER02504,Fuel,Bengaluru,Karnataka,5651.38,0.03,28-03-2026,No
MER02505,Fuel,Hyderabad,Telangana,4970.94,0.84,26-12-2024,No
MER02506,Insurance,Bengaluru,Karnataka,207.51,0.57,18-02-2024,Yes
MER02507,Education,London,England,527.84,0.21,22-08-2021,No
MER02508,Travel,Kolkata,West Bengal,2354.31,0.11,06-02-2025,No
MER02509,Travel,Pune,Goa,5197.98,0.74,09-11-2022,Yes
MER02510,Automobile,Bengaluru,Karnataka,1225.4,0.55,23-06-2025,Yes
MER02511,Electronics,Kolkata,West Bengal,178.12,0.27,21-11-2023,No
MER02512,Entertainment,Pune,West Bengal,2161.71,0.17,25-01-2024,No
MER02513,Healthcare,Pune,West Bengal,533.05,0.91,17-12-2024,Yes
MER02514,Insurance,New York,Rajasthan,1707.36,0.77,03-03-2022,Yes
MER02515,Electronics,Los Angeles,Manipur,1071.24,0.83,27-09-2023,Yes
MER02516,Entertainment,Pune,Telangana,1733.01,0.87,07-09-2025,Yes
MER02517,Insurance,Coimbatore,Tamil Nadu,5489.37,0.05,09-06-2022,No
MER02518,Entertainment,Phoenix,Andhra Pradesh,1430.29,0.03,10-11-2024,No
MER02519,Online Shopping,Kolkata,West Bengal,170.28,0.8,06-11-2023,No
MER02520,Utilities,Phoenix,Andhra Pradesh,1839.38,0.45,16-10-2024,Yes
MER02521,Fashion,Dubai,Dubai,888.3,0.99,18-08-2024,Yes
MER02522,Fashion,Phoenix,Andhra Pradesh,100.07,0.58,12-01-2025,No
MER02523,Jewelry,Pune,Delhi,1369.49,0.62,15-12-2021,Yes
MER02524,Furniture,Tokyo,Nagaland,100.07,0.27,16-10-2023,Yes
MER02525,Jewelry,Delhi,Delhi,4889.86,0.03,21-12-2022,Yes
MER02526,Automobile,Tokyo,Nagaland,999.69,0.21,18-06-2022,Yes
MER02527,Electronics,Chennai,Tamil Nadu,9189.64,0.2,11-05-2023,No
MER02528,Fuel,Singapore,Singapore,424.6,0.01,03-12-2021,Yes
MER02529,Fuel,London,England,2165.27,0.13,10-12-2024,Yes
MER02530,Insurance,Chicago,Punjab,170.77,0.31,20-07-2021,No
MER02531,Jewelry,Delhi,Delhi,579.2,0.32,19-03-2024,No
MER02532,Fashion,Chicago,Punjab,2109.03,0.06,10-10-2021,Yes
MER02533,Automobile,New York,Rajasthan,194.59,0.47,13-07-2022,No
MER02534,Fuel,Bengaluru,Karnataka,314.7,0.99,08-10-2026,No
MER02535,Education,Dubai,Dubai,787.83,0.74,24-03-2024,No
MER02536,Dining,Manchester,England,1814.33,0.03,06-04-2024,No
MER02537,Travel,Delhi,Delhi,132.22,0.85,24-07-2021,Yes
MER02538,Furniture,Pune,Maharashtra,100.07,0.9,24-03-2023,Yes
MER02539,Automobile,Coimbatore,Tamil Nadu,2065.63,0.83,27-02-2025,Yes
MER02540,Travel,Vancouver,Goa,1130.08,0.87,10-02-2022,No
MER02541,Fashion,Mumbai,Maharashtra,240.07,0.94,03-07-2025,No
MER02542,Online Shopping,Sydney,Odisha,1987.71,0.52,19-11-2021,Yes
MER02543,Fashion,Houston,Telangana,1961.97,0.01,27-08-2023,No
MER02544,Insurance,Los Angeles,Manipur,1510.61,0.22,02-04-2021,Yes
MER02545,Furniture,Chennai,Tamil Nadu,2462.76,0.41,06-02-2022,Yes
MER02546,Online Shopping,Phoenix,Andhra Pradesh,565.89,0.03,26-03-2024,Yes
MER02547,Travel,Houston,Telangana,2369.77,0.83,14-09-2022,No
MER02548,Healthcare,Kolkata,West Bengal,100.07,0.62,19-06-2024,No
MER02549,Online Shopping,Chennai,Tamil Nadu,1097.44,0.03,01-08-2024,No
MER02550,Grocery,Sydney,Odisha,239.92,0.85,09-07-2021,No
MER02551,Education,Houston,Telangana,3519.92,0.84,19-05-2026,No
MER02552,Electronics,Phoenix,Andhra Pradesh,1645.39,0.77,20-02-2023,No
MER02553,Travel,Tokyo,Nagaland,7184.32,0.89,12-02-2024,Yes
MER02554,Dining,Pune,Maharashtra,5805.92,0.61,16-11-2022,Yes
MER02555,Automobile,Pune,Dubai,13187.8,0.02,03-09-2021,Yes
MER02556,Travel,Pune,Tamil Nadu,313.54,0.09,02-06-2025,Yes
MER02557,Fashion,Chennai,Tamil Nadu,1965.76,0.08,25-07-2026,No
MER02558,Grocery,Phoenix,Andhra Pradesh,1147.06,0.03,09-02-2022,Yes
MER02559,Electronics,Mumbai,Maharashtra,1621.42,0.3,26-09-2021,Yes
MER02560,Utilities,Los Angeles,Manipur,838.56,0.93,28-06-2026,No
MER02561,Travel,Toronto,Ontario,198.53,0.8,19-09-2023,No
MER02562,Insurance,Singapore,Singapore,2560.29,0.26,06-12-2026,Yes
MER02563,Fashion,Kolkata,West Bengal,6852.06,0.6,23-06-2021,No
MER02564,Grocery,Pune,Punjab,1620.21,0.11,11-05-2021,Yes
MER02565,Entertainment,Chicago,Punjab,899.7,0.6,12-05-2021,Yes
MER02566,Utilities,Chicago,Punjab,5670.24,0.09,07-10-2026,No
MER02567,Travel,Houston,Telangana,1007.21,0.78,25-04-2026,No
MER02568,Utilities,Chennai,Tamil Nadu,5019.16,0.04,10-12-2023,No
MER02569,Electronics,Bengaluru,Karnataka,3971.59,0.66,29-07-2026,No
MER02570,Automobile,Houston,Telangana,1604.57,0.55,06-07-2022,Yes
MER02571,Utilities,Pune,West Bengal,2359.42,0.79,15-05-2024,No
MER02572,Electronics,London,England,2510.06,0.92,27-03-2022,Yes
MER02573,Automobile,Kolkata,West Bengal,2149.38,0.33,09-08-2024,No
MER02574,Electronics,Phoenix,Andhra Pradesh,450.49,0.27,31-07-2023,No
MER02575,Furniture,Coimbatore,Tamil Nadu,2460.36,0.92,27-10-2024,Yes
MER02576,Furniture,Chennai,Tamil Nadu,106.45,0.45,09-09-2022,No
MER02577,Utilities,Singapore,Singapore,100.07,0.22,13-04-2022,No
MER02578,Fashion,Houston,Telangana,1718.63,0.4,16-03-2025,No
MER02579,Fuel,Delhi,Delhi,701.56,1,19-02-2024,Yes
MER02580,Jewelry,Chennai,Tamil Nadu,3356.88,0.83,24-03-2024,No
MER02581,Healthcare,Coimbatore,Tamil Nadu,1139.33,0.03,27-01-2021,No
MER02582,Dining,Melbourne,West Bengal,1430.2,0.7,13-09-2021,Yes
MER02583,Entertainment,Houston,Telangana,156.13,0.94,19-10-2024,No
MER02584,Electronics,Singapore,Singapore,1126.06,0.39,12-09-2024,No
MER02585,Jewelry,Pune,Rajasthan,466.31,0.57,25-07-2023,Yes
MER02586,Furniture,Delhi,Delhi,746.32,0.67,08-11-2024,No
MER02587,Fuel,Mumbai,Maharashtra,681.08,0.79,04-01-2022,Yes
MER02588,Jewelry,Kolkata,West Bengal,194.23,0.55,20-05-2026,No
MER02589,Online Shopping,Los Angeles,Manipur,1334.2,0.03,06-05-2023,Yes
MER02590,Dining,Houston,Telangana,1578.77,0.84,04-08-2023,Yes
MER02591,Insurance,Pune,Telangana,1792.89,0.55,21-07-2023,No
MER02592,Electronics,Vancouver,Goa,1340.61,0.54,24-02-2021,No
MER02593,Dining,London,England,4173.18,0.83,18-06-2024,Yes
MER02594,Fashion,Kolkata,West Bengal,176.82,0.84,03-05-2025,Yes
MER02595,Utilities,Chicago,Punjab,2002.84,0.39,04-01-2024,No
MER02596,Electronics,Vancouver,Goa,4121.8,0.03,29-12-2022,No
MER02597,Fuel,Coimbatore,Tamil Nadu,183.81,0.64,06-09-2021,No
MER02598,Fashion,Mumbai,Maharashtra,1471.58,0.91,06-10-2023,No
MER02599,Furniture,New York,Rajasthan,1878.46,0.2,08-07-2021,No
MER02600,Insurance,Bengaluru,Karnataka,523.68,0.52,05-10-2025,Yes
MER02601,Grocery,Chicago,Punjab,682.04,0.91,23-01-2022,Yes
MER02602,Entertainment,Mumbai,Maharashtra,3179.76,0.68,04-01-2026,No
MER02603,Electronics,Vancouver,Goa,1775.87,0.95,20-05-2022,Yes
MER02604,Utilities,Manchester,England,100.07,0.05,02-06-2025,No
MER02605,Dining,Kolkata,West Bengal,2994.26,0.03,16-05-2026,Yes
MER02606,Jewelry,Chennai,Tamil Nadu,2846.48,0.98,15-06-2022,No
MER02607,Automobile,Phoenix,Andhra Pradesh,947.47,0.88,17-05-2022,No
MER02608,Fashion,Manchester,England,1441.39,0.44,27-04-2021,Yes
MER02609,Dining,Sydney,Odisha,2284.38,0.3,31-01-2021,No
